entity_type,entity_slug,assertion_id,claim_text,evidence_type,current_sources,gap_class,reference_grade,page_url
disease,asthma,$.exposure_modifiers[3],Farm and endotoxin exposure in early life may protect against atopic asthma via Th1/regulatory immune skewing (hygiene hypothesis),,ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.genetic_architecture.top_loci[0],Enhancer-blocking regulatory region upstream of IL33; asthma-risk allele alters OCT-1 binding and IL33 expression in airway epithelium,Enhancer-blocking regulatory region upstream of IL33; asthma-risk allele alters OCT-1 binding and IL33 expression in airway epithelium,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.genetic_architecture.top_loci[1],Epithelial cytokine; TSLP expression influences Th2 priming and asthma susceptibility,Epithelial cytokine; TSLP expression influences Th2 priming and asthma susceptibility,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.genetic_architecture.top_loci[2],"Variants regulate ORMDL3 expression; affects ER stress, sphingolipid metabolism, and airway remodeling; strong eQTL for ORMDL3","Variants regulate ORMDL3 expression; affects ER stress, sphingolipid metabolism, and airway remodeling; strong eQTL for ORMDL3",ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.genetic_architecture.top_loci[3],ST2 receptor variants; eQTL in airway epithelium and lung parenchyma; sST2 neutralizes IL-33,ST2 receptor variants; eQTL in airway epithelium and lung parenchyma; sST2 neutralizes IL-33,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.genetic_architecture.top_loci[4],RAD50-IL13 locus; IL13 drives type 2 inflammation; associated with childhood atopic asthma,RAD50-IL13 locus; IL13 drives type 2 inflammation; associated with childhood atopic asthma,ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.tissues[0],bronchial epithelium,eQTL and expression studies,ref2|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.tissues[1],alveolar macrophages,expression and functional studies,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.tissues[2],mast cells,IL-33/ST2 activation studies,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,asthma,$.tissues[3],T-helper 2 lymphocytes,cytokine and inflammation studies,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/asthma
disease,atopic-dermatitis,$.exposure_modifiers[0],$.exposure_modifiers[0],,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/atopic-dermatitis
disease,atopic-dermatitis,$.exposure_modifiers[1],$.exposure_modifiers[1],,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/atopic-dermatitis
disease,atopic-dermatitis,$.exposure_modifiers[2],Early-life microbial exposure may protect,,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/atopic-dermatitis
disease,atopic-dermatitis,$.genetic_architecture.top_loci[0],Filaggrin; barrier protein; null alleles strongly increase risk,Filaggrin; barrier protein; null alleles strongly increase risk,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/atopic-dermatitis
disease,atopic-dermatitis,$.genetic_architecture.top_loci[1],Th2 cytokine; type 2 inflammation,Th2 cytokine; type 2 inflammation,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/atopic-dermatitis
disease,atopic-dermatitis,$.tissues[0],skin,,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/atopic-dermatitis
disease,atopic-dermatitis,$.tissues[1],epidermis,,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/atopic-dermatitis
disease,bipolar-disorder,$.exposure_modifiers[0],Stress triggers episodes; HPA axis and circadian disruption,,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/bipolar-disorder
disease,bipolar-disorder,$.exposure_modifiers[1],$.exposure_modifiers[1],,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/bipolar-disorder
disease,bipolar-disorder,$.genetic_architecture.top_loci[0],Voltage-gated calcium channel; neuronal excitability and mood regulation,Voltage-gated calcium channel; neuronal excitability and mood regulation,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/bipolar-disorder
disease,bipolar-disorder,$.genetic_architecture.top_loci[1],Ankyrin-G; axon initial segment; neuronal firing,Ankyrin-G; axon initial segment; neuronal firing,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/bipolar-disorder
disease,bipolar-disorder,$.tissues[0],prefrontal cortex,imaging and expression,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/bipolar-disorder
disease,bipolar-disorder,$.tissues[1],hippocampus,,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/bipolar-disorder
disease,breast-cancer,$.exposure_modifiers[0],Alcohol increases estrogen levels and DNA damage; dose-dependent increase in breast cancer risk,,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.exposure_modifiers[1],Postmenopausal obesity increases estrogen from adipose aromatase; may amplify risk in ER-positive disease,,ref3|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.exposure_modifiers[2],Vitamin D from sun exposure may modestly reduce breast cancer risk; evidence is observational,,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.exposure_modifiers[3],Chronic stress may affect immune surveillance and health behaviors; evidence is limited,,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.genetic_architecture.top_loci[0],DNA double-strand break repair; hereditary breast-ovarian cancer syndrome; high penetrance,DNA double-strand break repair; hereditary breast-ovarian cancer syndrome; high penetrance,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.genetic_architecture.top_loci[1],Homologous recombination repair; hereditary breast-ovarian cancer; high penetrance,Homologous recombination repair; hereditary breast-ovarian cancer; high penetrance,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.genetic_architecture.top_loci[2],Li-Fraumeni syndrome; tumor suppressor; cell cycle and DNA damage response,Li-Fraumeni syndrome; tumor suppressor; cell cycle and DNA damage response,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.genetic_architecture.top_loci[3],Receptor tyrosine kinase; ER-positive breast cancer; fibroblast growth factor signaling,Receptor tyrosine kinase; ER-positive breast cancer; fibroblast growth factor signaling,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.tissues[0],mammary epithelium,GWAS and expression,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.tissues[1],adipose tissue (breast),pathway,ref3|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.tissues[2],lymphocytes,literature,ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,breast-cancer,$.tissues[3],ovary,pathway,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/breast-cancer
disease,colorectal-cancer,$.exposure_modifiers[0],"Low fiber, high red/processed meat amplifies risk; diet shapes gut microbiome and metabolite profile (e.g., secondary bile acids, TMAO); fiber supports butyrate production",,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.exposure_modifiers[1],"Obesity-driven insulin resistance, adipokines, and chronic low-grade inflammation promote colorectal carcinogenesis; obesity-microbiome interactions",,ref4|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.exposure_modifiers[2],Smoking increases CRC risk; carcinogens reach colonic mucosa; inflammatory and metabolic pathways,,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.genetic_architecture.top_loci[0],Wnt signaling regulator; germline mutations cause FAP; common variants at 8q24 modify CRC risk via enhancer effects on MYC,Wnt signaling regulator; germline mutations cause FAP; common variants at 8q24 modify CRC risk via enhancer effects on MYC,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.genetic_architecture.top_loci[1],DNA mismatch repair; germline mutations cause Lynch syndrome; somatic MLH1 silencing in sporadic CRC,DNA mismatch repair; germline mutations cause Lynch syndrome; somatic MLH1 silencing in sporadic CRC,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.genetic_architecture.top_loci[2],TGF-β signaling inhibitor; variants alter TGF-β pathway and colorectal epithelial homeostasis,TGF-β signaling inhibitor; variants alter TGF-β pathway and colorectal epithelial homeostasis,ref1|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.tissues[0],colonic epithelium,GWAS and pathway,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.tissues[1],gut-associated lymphoid tissue,literature,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,colorectal-cancer,$.tissues[2],liver (bile acid metabolism),inferred,ref4|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/colorectal-cancer
disease,copd,$.exposure_modifiers[0],"Cigarette smoke causes inflammation, protease–antiprotease imbalance, oxidative stress; dominant environmental cause; gene–smoking interaction",,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.exposure_modifiers[1],PM2.5 and occupational dusts exacerbate COPD; accelerate decline; amplify genetic susceptibility,,ref3|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.exposure_modifiers[2],Antioxidant-rich diet may reduce oxidative stress; vitamin D and omega-3s; observational evidence,,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.exposure_modifiers[3],Obesity affects lung mechanics and inflammation; paradoxically some studies show protective effect (obesity paradox) in severe COPD,,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.genetic_architecture.top_loci[0],Alpha-1 antitrypsin; protease inhibitor; deficiency causes early-onset emphysema; illuminates protease–antiprotease hypothesis,Alpha-1 antitrypsin; protease inhibitor; deficiency causes early-onset emphysema; illuminates protease–antiprotease hypothesis,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.genetic_architecture.top_loci[1],Hedgehog-interacting protein; lung development; affects FEV1 and COPD susceptibility,Hedgehog-interacting protein; lung development; affects FEV1 and COPD susceptibility,ref1|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.genetic_architecture.top_loci[2],Lung eQTL; Wnt signaling; COPD and lung function,Lung eQTL; Wnt signaling; COPD and lung function,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.genetic_architecture.top_loci[3],Matrix metalloproteinase; elastin degradation; emphysema pathogenesis,Matrix metalloproteinase; elastin degradation; emphysema pathogenesis,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.tissues[0],bronchial epithelium,eQTL and expression,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.tissues[1],alveolar macrophages,pathway,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.tissues[2],lung parenchyma,GWAS and pathology,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,copd,$.tissues[3],neutrophils,pathway,ref3|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/copd
disease,coronary-artery-disease,$.exposure_modifiers[0],"Smoking promotes endothelial dysfunction, oxidative stress, inflammation, and thrombosis; amplifies genetic CAD risk",,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.exposure_modifiers[1],"Western diet (saturated fat, refined carbs, low fiber) elevates LDL-C and inflammation; Mediterranean-style diet buffers risk",,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.exposure_modifiers[2],"PM2.5 induces systemic inflammation, oxidative stress, and endothelial dysfunction; increases acute coronary events",,ref4|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.exposure_modifiers[3],"Obesity drives dyslipidemia, insulin resistance, inflammation, and hypertension; amplifies genetic CAD susceptibility",,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.genetic_architecture.top_loci[0],LDL receptor; familial hypercholesterolemia; central to LDL clearance; common variants contribute to CAD risk,LDL receptor; familial hypercholesterolemia; central to LDL clearance; common variants contribute to CAD risk,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.genetic_architecture.top_loci[1],Apolipoprotein B; ligand for LDL receptor; variants affect LDL levels and CAD,Apolipoprotein B; ligand for LDL receptor; variants affect LDL levels and CAD,ref1|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.genetic_architecture.top_loci[2],Proprotein convertase; degrades LDLR; loss-of-function variants lower LDL and CAD risk,Proprotein convertase; degrades LDLR; loss-of-function variants lower LDL and CAD risk,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.genetic_architecture.top_loci[3],Lipoprotein(a); proatherogenic; independent of LDL-C; varies by ancestry,Lipoprotein(a); proatherogenic; independent of LDL-C; varies by ancestry,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.tissues[0],coronary artery endothelium,GWAS and pathway,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.tissues[1],hepatocytes,eQTL and expression,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.tissues[2],vascular smooth muscle,pathway,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,coronary-artery-disease,$.tissues[3],monocytes and macrophages,GWAS and literature,ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/coronary-artery-disease
disease,hypertension,$.exposure_modifiers[0],High sodium intake amplifies genetic susceptibility in salt-sensitive individuals; DASH-style diet buffers risk; sodium-sensitivity varies by ACE/AGT genotype,,ref2|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.exposure_modifiers[1],Chronic stress activates sympathetic nervous system and RAAS; stress-induced cortisol may amplify genetic susceptibility; adolescent stress exposure influences BP trajectory,,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.exposure_modifiers[2],"Adiposity amplifies hypertension risk via insulin resistance, renal compression, and inflammatory pathways; obesity-epigenetic interactions during adolescence",,ref4|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.genetic_architecture.top_loci[0],ACE insertion/deletion polymorphism and regulatory variants; angiotensin-converting enzyme regulates RAAS; variants alter blood pressure and treatment response,ACE insertion/deletion polymorphism and regulatory variants; angiotensin-converting enzyme regulates RAAS; variants alter blood pressure and treatment response,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.genetic_architecture.top_loci[1],Angiotensinogen variants; M235T polymorphism associated with plasma AGT levels and hypertension; key substrate for RAAS,Angiotensinogen variants; M235T polymorphism associated with plasma AGT levels and hypertension; key substrate for RAAS,ref1|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.genetic_architecture.top_loci[2],Uromodulin (Tamm-Horsfall protein) variants; affects renal tubular sodium handling and susceptibility to salt-sensitive hypertension,Uromodulin (Tamm-Horsfall protein) variants; affects renal tubular sodium handling and susceptibility to salt-sensitive hypertension,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.tissues[0],kidney (renal tubules),GWAS and eQTL,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.tissues[1],vascular endothelium,pathway and literature,ref1|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,hypertension,$.tissues[2],adrenal cortex,literature,ref1|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/hypertension
disease,inflammatory-bowel-disease,$.exposure_modifiers[0],$.exposure_modifiers[0],,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/inflammatory-bowel-disease
disease,inflammatory-bowel-disease,$.exposure_modifiers[1],Smoking increases Crohn risk; may decrease UC risk,,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/inflammatory-bowel-disease
disease,inflammatory-bowel-disease,$.genetic_architecture.top_loci[0],Intracellular bacterial sensing; Crohn-specific,Intracellular bacterial sensing; Crohn-specific,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/inflammatory-bowel-disease
disease,inflammatory-bowel-disease,$.genetic_architecture.top_loci[1],Th17 pathway; shared CD and UC,Th17 pathway; shared CD and UC,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/inflammatory-bowel-disease
disease,inflammatory-bowel-disease,$.tissues[0],intestinal epithelium,,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/inflammatory-bowel-disease
disease,inflammatory-bowel-disease,$.tissues[1],lamina propria,,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/inflammatory-bowel-disease
disease,ischemic-stroke,$.exposure_modifiers[0],$.exposure_modifiers[0],,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/ischemic-stroke
disease,ischemic-stroke,$.exposure_modifiers[1],$.exposure_modifiers[1],,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/ischemic-stroke
disease,ischemic-stroke,$.exposure_modifiers[2],$.exposure_modifiers[2],,ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/ischemic-stroke
disease,ischemic-stroke,$.genetic_architecture.top_loci[0],Atrial fibrillation; cardioembolic stroke,Atrial fibrillation; cardioembolic stroke,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/ischemic-stroke
disease,ischemic-stroke,$.genetic_architecture.top_loci[1],Large-vessel atherosclerotic stroke,Large-vessel atherosclerotic stroke,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/ischemic-stroke
disease,ischemic-stroke,$.tissues[0],brain,,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/ischemic-stroke
disease,ischemic-stroke,$.tissues[1],vascular endothelium,,ref1,UNNAMESPACED_ID,has_doi,/atlas/diseases/ischemic-stroke
disease,lung-cancer,$.exposure_modifiers[0],"Tobacco carcinogens (PAHs, nitrosamines) cause DNA damage; CHRNA5 genotype amplifies both smoking heaviness and cancer risk; smoking × genetics multiplicative",,ref1|ref2|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.exposure_modifiers[1],PM2.5 and diesel exhaust increase lung cancer; oxidative stress and inflammation; may amplify risk in never-smokers,,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.exposure_modifiers[2],Fruit/vegetable intake may modestly buffer risk; antioxidants; evidence less strong than tobacco,,ref4|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.genetic_architecture.top_loci[0],"Nicotinic acetylcholine receptor α5; influences nicotine dependence, smoking heaviness, and lung cancer risk; smoking × genetics interaction","Nicotinic acetylcholine receptor α5; influences nicotine dependence, smoking heaviness, and lung cancer risk; smoking × genetics interaction",ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.genetic_architecture.top_loci[1],Epidermal growth factor receptor; driver mutations in adenocarcinoma; stronger in never-smokers; treatment target,Epidermal growth factor receptor; driver mutations in adenocarcinoma; stronger in never-smokers; treatment target,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.genetic_architecture.top_loci[2],Tumor suppressor; somatic mutations common; germline variants may modify susceptibility to tobacco carcinogens,Tumor suppressor; somatic mutations common; germline variants may modify susceptibility to tobacco carcinogens,ref1|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.tissues[0],bronchial epithelium,GWAS and pathway,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.tissues[1],alveolar type II cells,literature,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,lung-cancer,$.tissues[2],lung adenocarcinoma (tumor),GWAS and literature,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/lung-cancer
disease,major-depressive-disorder,$.exposure_modifiers[0],Childhood adversity and chronic stress amplify genetic risk; 5-HTTLPR short allele × stress interaction; HPA axis dysregulation; BDNF Val66Met × stress,,ref1|ref2|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.exposure_modifiers[1],Particulate matter exposure linked to depression; neuroinflammation; oxidative stress; emerging epidemiological evidence,,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.exposure_modifiers[2],Obesity-depression bidirectional relationship; inflammatory pathways; shared genetic liability; stigma and psychosocial pathways,,ref4|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.genetic_architecture.top_loci[0],Serotonin transporter; short allele associated with stress sensitivity and depression in G×E context; moderates effect of adversity,Serotonin transporter; short allele associated with stress sensitivity and depression in G×E context; moderates effect of adversity,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.genetic_architecture.top_loci[1],Val66Met polymorphism affects BDNF secretion and activity-dependent release; neuroplasticity; stress × genotype interactions,Val66Met polymorphism affects BDNF secretion and activity-dependent release; neuroplasticity; stress × genotype interactions,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.genetic_architecture.top_loci[2],Serotonin 2A receptor; implicated in mood regulation and treatment response; pathway complement to SLC6A4,Serotonin 2A receptor; implicated in mood regulation and treatment response; pathway complement to SLC6A4,ref1|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.tissues[0],prefrontal cortex,eQTL and literature,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.tissues[1],hippocampus,literature,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,major-depressive-disorder,$.tissues[2],amygdala,literature,ref1|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/major-depressive-disorder
disease,multiple-sclerosis,$.exposure_modifiers[0],Vitamin D and omega-3 intake buffer MS risk; diet influences vitamin D status; CYP27B1 genotype may modify vitamin D responsiveness; low vitamin D amplifies risk,,ref2|ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.exposure_modifiers[1],Smoking increases MS risk and accelerates disability; oxidative stress and immune modulation; G×E with HLA documented,,ref1|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.exposure_modifiers[2],Particulate matter and traffic pollution may amplify neuroinflammation; oxidative stress; emerging epidemiological links,,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.genetic_architecture.top_loci[0],HLA-DRB1*15:01 is the dominant MS risk allele; antigen presentation and T-cell repertoire; strongest GWAS signal,HLA-DRB1*15:01 is the dominant MS risk allele; antigen presentation and T-cell repertoire; strongest GWAS signal,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.genetic_architecture.top_loci[1],"Vitamin D 1α-hydroxylase; converts 25-OH-D to active 1,25-(OH)2D; links UV/vitamin D to MS genetics","Vitamin D 1α-hydroxylase; converts 25-OH-D to active 1,25-(OH)2D; links UV/vitamin D to MS genetics",ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.genetic_architecture.top_loci[2],IL-2 receptor α; regulatory T-cell function; immune tolerance pathway,IL-2 receptor α; regulatory T-cell function; immune tolerance pathway,ref1|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.tissues[0],white matter (CNS),GWAS and pathway,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.tissues[1],oligodendrocytes,literature,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,multiple-sclerosis,$.tissues[2],T lymphocytes (peripheral),GWAS and eQTL,ref1|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/multiple-sclerosis
disease,obesity,$.exposure_modifiers[0],"Energy-dense, low-satiety diets (ultra-processed foods, sugar-sweetened beverages) amplify genetic susceptibility; diet is primary modifiable factor",,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.exposure_modifiers[1],"Chronic stress affects cortisol, reward circuitry, and eating behavior; stress-induced eating; bidirectional with depression",,ref3|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.exposure_modifiers[2],"Obesogenic environment (food access, marketing, physical inactivity) amplifies genetic risk; built environment and policy",,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.exposure_modifiers[3],Alcohol provides empty calories; affects appetite and fat metabolism; contributes to weight gain,,ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.genetic_architecture.top_loci[0],Fat mass and obesity-associated; hypothalamic energy balance; affects food intake and preference; strongest common BMI locus,Fat mass and obesity-associated; hypothalamic energy balance; affects food intake and preference; strongest common BMI locus,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.genetic_architecture.top_loci[1],Melanocortin-4 receptor; leptin–melanocortin pathway; appetite regulation; monogenic obesity when mutated,Melanocortin-4 receptor; leptin–melanocortin pathway; appetite regulation; monogenic obesity when mutated,ref1|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.genetic_architecture.top_loci[2],Hypothalamic expression; energy balance; gut–brain axis,Hypothalamic expression; energy balance; gut–brain axis,ref2|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.genetic_architecture.top_loci[3],Brain-derived neurotrophic factor; hypothalamic energy homeostasis; synaptic plasticity,Brain-derived neurotrophic factor; hypothalamic energy homeostasis; synaptic plasticity,ref3|ref5,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.tissues[0],hypothalamus,GWAS and pathway,ref1|ref2,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.tissues[1],adipose tissue,eQTL and expression,ref2|ref3,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
disease,obesity,$.tissues[2],gut (enteroendocrine cells),pathway,ref3|ref4,UNNAMESPACED_ID,has_doi,/atlas/diseases/obesity
