site_id,unit_id,unit_id_confidence,ts_raw,ts_est,shift_hours,pollutant,value,unit,instrument_class,zero_run_length,excluded,exclusion_reason,v1_scope,scope_reason
sterling-ms,apex-06,confirmed,2026-08-04 21:00:00,2026-08-04 19:00:00,2,NO2,11.55,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 21:00:00,2026-08-04 19:00:00,2,VOCs,261.08,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 21:00:00,2026-08-04 19:00:00,2,PM2.5,3.92,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 22:00:00,2026-08-04 20:00:00,2,NO2,10.88,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 22:00:00,2026-08-04 20:00:00,2,VOCs,325.39,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 22:00:00,2026-08-04 20:00:00,2,PM2.5,3.18,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 23:00:00,2026-08-04 21:00:00,2,NO2,10.47,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 23:00:00,2026-08-04 21:00:00,2,VOCs,381.98,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-04 23:00:00,2026-08-04 21:00:00,2,PM2.5,3.02,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 00:00:00,2026-08-04 22:00:00,2,NO2,9.91,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 00:00:00,2026-08-04 22:00:00,2,VOCs,416.37,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 00:00:00,2026-08-04 22:00:00,2,PM2.5,3.03,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 01:00:00,2026-08-04 23:00:00,2,NO2,9.02,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 01:00:00,2026-08-04 23:00:00,2,VOCs,434.41,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 01:00:00,2026-08-04 23:00:00,2,PM2.5,3.08,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 02:00:00,2026-08-05 00:00:00,2,NO2,9.37,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 02:00:00,2026-08-05 00:00:00,2,VOCs,482.66,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 02:00:00,2026-08-05 00:00:00,2,PM2.5,2.99,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 03:00:00,2026-08-05 01:00:00,2,NO2,10.13,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 03:00:00,2026-08-05 01:00:00,2,VOCs,569.7,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 03:00:00,2026-08-05 01:00:00,2,PM2.5,3.3,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 04:00:00,2026-08-05 02:00:00,2,NO2,10.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 04:00:00,2026-08-05 02:00:00,2,VOCs,813.52,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 04:00:00,2026-08-05 02:00:00,2,PM2.5,4.77,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 05:00:00,2026-08-05 03:00:00,2,NO2,9.55,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 05:00:00,2026-08-05 03:00:00,2,VOCs,964.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 05:00:00,2026-08-05 03:00:00,2,PM2.5,5.32,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 06:00:00,2026-08-05 04:00:00,2,NO2,9.18,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 06:00:00,2026-08-05 04:00:00,2,VOCs,1065.33,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 06:00:00,2026-08-05 04:00:00,2,PM2.5,7.04,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 07:00:00,2026-08-05 05:00:00,2,NO2,9.3,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 07:00:00,2026-08-05 05:00:00,2,VOCs,1179.31,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 07:00:00,2026-08-05 05:00:00,2,PM2.5,6.99,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 08:00:00,2026-08-05 06:00:00,2,NO2,9.97,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 08:00:00,2026-08-05 06:00:00,2,VOCs,1243.7,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 08:00:00,2026-08-05 06:00:00,2,PM2.5,4.17,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 09:00:00,2026-08-05 07:00:00,2,NO2,8.5,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 09:00:00,2026-08-05 07:00:00,2,VOCs,1262.92,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 09:00:00,2026-08-05 07:00:00,2,PM2.5,2.6,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 10:00:00,2026-08-05 08:00:00,2,NO2,7.46,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 10:00:00,2026-08-05 08:00:00,2,VOCs,1287.77,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 10:00:00,2026-08-05 08:00:00,2,PM2.5,2.03,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 11:00:00,2026-08-05 09:00:00,2,NO2,3.35,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 11:00:00,2026-08-05 09:00:00,2,VOCs,1022.93,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 11:00:00,2026-08-05 09:00:00,2,PM2.5,2.73,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 12:00:00,2026-08-05 10:00:00,2,NO2,5.25,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 12:00:00,2026-08-05 10:00:00,2,VOCs,960.76,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 12:00:00,2026-08-05 10:00:00,2,PM2.5,4.34,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 13:00:00,2026-08-05 11:00:00,2,NO2,7.09,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 13:00:00,2026-08-05 11:00:00,2,VOCs,1008,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 13:00:00,2026-08-05 11:00:00,2,PM2.5,2.83,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 14:00:00,2026-08-05 12:00:00,2,NO2,9.64,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 14:00:00,2026-08-05 12:00:00,2,VOCs,936.01,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 14:00:00,2026-08-05 12:00:00,2,PM2.5,2.16,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 15:00:00,2026-08-05 13:00:00,2,NO2,12.18,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 15:00:00,2026-08-05 13:00:00,2,VOCs,1109.26,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 15:00:00,2026-08-05 13:00:00,2,PM2.5,3.02,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 16:00:00,2026-08-05 14:00:00,2,NO2,3.08,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 16:00:00,2026-08-05 14:00:00,2,VOCs,778.09,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 16:00:00,2026-08-05 14:00:00,2,PM2.5,2.05,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 17:00:00,2026-08-05 15:00:00,2,NO2,1.98,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 17:00:00,2026-08-05 15:00:00,2,VOCs,599.29,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 17:00:00,2026-08-05 15:00:00,2,PM2.5,1.9,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 18:00:00,2026-08-05 16:00:00,2,NO2,1.67,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 18:00:00,2026-08-05 16:00:00,2,VOCs,452.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 18:00:00,2026-08-05 16:00:00,2,PM2.5,1.64,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 19:00:00,2026-08-05 17:00:00,2,NO2,3.57,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 19:00:00,2026-08-05 17:00:00,2,VOCs,431.87,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 19:00:00,2026-08-05 17:00:00,2,PM2.5,1.92,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 20:00:00,2026-08-05 18:00:00,2,NO2,4.78,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 20:00:00,2026-08-05 18:00:00,2,VOCs,426.75,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 20:00:00,2026-08-05 18:00:00,2,PM2.5,4.15,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 21:00:00,2026-08-05 19:00:00,2,NO2,6.65,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 21:00:00,2026-08-05 19:00:00,2,VOCs,485.25,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 21:00:00,2026-08-05 19:00:00,2,PM2.5,4.96,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 22:00:00,2026-08-05 20:00:00,2,NO2,8.01,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 22:00:00,2026-08-05 20:00:00,2,VOCs,509.28,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 22:00:00,2026-08-05 20:00:00,2,PM2.5,8.5,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 23:00:00,2026-08-05 21:00:00,2,NO2,8.11,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 23:00:00,2026-08-05 21:00:00,2,VOCs,573.37,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-05 23:00:00,2026-08-05 21:00:00,2,PM2.5,9.48,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 00:00:00,2026-08-05 22:00:00,2,NO2,8.92,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 00:00:00,2026-08-05 22:00:00,2,VOCs,688.25,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 00:00:00,2026-08-05 22:00:00,2,PM2.5,9.64,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 01:00:00,2026-08-05 23:00:00,2,NO2,9.03,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 01:00:00,2026-08-05 23:00:00,2,VOCs,778.74,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 01:00:00,2026-08-05 23:00:00,2,PM2.5,9.31,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 02:00:00,2026-08-06 00:00:00,2,NO2,8.04,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 02:00:00,2026-08-06 00:00:00,2,VOCs,869,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 02:00:00,2026-08-06 00:00:00,2,PM2.5,9.31,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 03:00:00,2026-08-06 01:00:00,2,NO2,9.43,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 03:00:00,2026-08-06 01:00:00,2,VOCs,975.78,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 03:00:00,2026-08-06 01:00:00,2,PM2.5,9.19,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 04:00:00,2026-08-06 02:00:00,2,NO2,8.35,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 04:00:00,2026-08-06 02:00:00,2,VOCs,1025.76,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 04:00:00,2026-08-06 02:00:00,2,PM2.5,9.4,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 05:00:00,2026-08-06 03:00:00,2,NO2,8.81,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 05:00:00,2026-08-06 03:00:00,2,VOCs,1084.83,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 05:00:00,2026-08-06 03:00:00,2,PM2.5,9.42,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 06:00:00,2026-08-06 04:00:00,2,NO2,8.28,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 06:00:00,2026-08-06 04:00:00,2,VOCs,1142.73,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 06:00:00,2026-08-06 04:00:00,2,PM2.5,9.83,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 07:00:00,2026-08-06 05:00:00,2,NO2,9.65,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 07:00:00,2026-08-06 05:00:00,2,VOCs,1189.74,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 07:00:00,2026-08-06 05:00:00,2,PM2.5,9.86,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 08:00:00,2026-08-06 06:00:00,2,NO2,9,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 08:00:00,2026-08-06 06:00:00,2,VOCs,1231.24,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 08:00:00,2026-08-06 06:00:00,2,PM2.5,9.49,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 09:00:00,2026-08-06 07:00:00,2,NO2,5.18,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 09:00:00,2026-08-06 07:00:00,2,VOCs,1128.68,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 09:00:00,2026-08-06 07:00:00,2,PM2.5,10.78,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 10:00:00,2026-08-06 08:00:00,2,NO2,4.37,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 10:00:00,2026-08-06 08:00:00,2,VOCs,876.38,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 10:00:00,2026-08-06 08:00:00,2,PM2.5,12.03,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 11:00:00,2026-08-06 09:00:00,2,NO2,0.55,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 11:00:00,2026-08-06 09:00:00,2,VOCs,611.48,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 11:00:00,2026-08-06 09:00:00,2,PM2.5,13.22,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 12:00:00,2026-08-06 10:00:00,2,NO2,0.01,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 12:00:00,2026-08-06 10:00:00,2,VOCs,432.48,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 12:00:00,2026-08-06 10:00:00,2,PM2.5,12.76,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 13:00:00,2026-08-06 11:00:00,2,NO2,0.85,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 13:00:00,2026-08-06 11:00:00,2,VOCs,321.15,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 13:00:00,2026-08-06 11:00:00,2,PM2.5,10.1,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 14:00:00,2026-08-06 12:00:00,2,NO2,0.33,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 14:00:00,2026-08-06 12:00:00,2,VOCs,312.25,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 14:00:00,2026-08-06 12:00:00,2,PM2.5,10.18,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 15:00:00,2026-08-06 13:00:00,2,NO2,0,ppb,low_cost_sensor_kunak_apex,1,true,exact_zero_floor,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 15:00:00,2026-08-06 13:00:00,2,VOCs,274.85,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 15:00:00,2026-08-06 13:00:00,2,PM2.5,9.92,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 16:00:00,2026-08-06 14:00:00,2,NO2,11.02,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 16:00:00,2026-08-06 14:00:00,2,VOCs,285.83,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 16:00:00,2026-08-06 14:00:00,2,PM2.5,3.95,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 17:00:00,2026-08-06 15:00:00,2,NO2,15.45,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 17:00:00,2026-08-06 15:00:00,2,VOCs,579.32,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 17:00:00,2026-08-06 15:00:00,2,PM2.5,4.48,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 18:00:00,2026-08-06 16:00:00,2,NO2,11.34,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 18:00:00,2026-08-06 16:00:00,2,VOCs,799.16,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 18:00:00,2026-08-06 16:00:00,2,PM2.5,4.94,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 19:00:00,2026-08-06 17:00:00,2,NO2,11.3,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 19:00:00,2026-08-06 17:00:00,2,VOCs,819.47,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 19:00:00,2026-08-06 17:00:00,2,PM2.5,6.88,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 20:00:00,2026-08-06 18:00:00,2,NO2,19.84,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 20:00:00,2026-08-06 18:00:00,2,VOCs,1082.95,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 20:00:00,2026-08-06 18:00:00,2,PM2.5,7.56,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 21:00:00,2026-08-06 19:00:00,2,NO2,16.07,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 21:00:00,2026-08-06 19:00:00,2,VOCs,981.58,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 21:00:00,2026-08-06 19:00:00,2,PM2.5,3.28,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 22:00:00,2026-08-06 20:00:00,2,NO2,21.04,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 22:00:00,2026-08-06 20:00:00,2,VOCs,895.08,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 22:00:00,2026-08-06 20:00:00,2,PM2.5,2.31,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 23:00:00,2026-08-06 21:00:00,2,NO2,18.11,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 23:00:00,2026-08-06 21:00:00,2,VOCs,900.8,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-06 23:00:00,2026-08-06 21:00:00,2,PM2.5,3.13,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 00:00:00,2026-08-06 22:00:00,2,NO2,14.58,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 00:00:00,2026-08-06 22:00:00,2,VOCs,1000.39,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 00:00:00,2026-08-06 22:00:00,2,PM2.5,4.17,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 01:00:00,2026-08-06 23:00:00,2,NO2,10.36,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 01:00:00,2026-08-06 23:00:00,2,VOCs,1036.33,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 01:00:00,2026-08-06 23:00:00,2,PM2.5,5.01,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 02:00:00,2026-08-07 00:00:00,2,NO2,8.57,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 02:00:00,2026-08-07 00:00:00,2,VOCs,1059.32,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 02:00:00,2026-08-07 00:00:00,2,PM2.5,4.13,µg/m³,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 03:00:00,2026-08-07 01:00:00,2,NO2,2.92,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
sterling-ms,apex-06,confirmed,2026-08-07 03:00:00,2026-08-07 01:00:00,2,VOCs,1044.81,ppb,low_cost_sensor_kunak_apex,,false,,in_scope,
